Trial,Indicators,LSTM Units,Layers,Dropout,LR,Batch Size,Window Size,Forecast Window,Epochs,Dense Config,Dense Activation,RMSE,MAPE,R2,Accuracy,Profit Index
23,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,2,0.30000000000000004,0.0005,64,60,30,150,"(25, 1)",ReLU,0.06660740447783088,10.425967047470651,-0.5025802841333928,34.177215189873415,0.876533455364809
24,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,2,0.2,0.0005,64,60,30,150,"(25, 1)",ReLU,0.05589607184362097,8.930627501150404,-0.05816950512904495,34.59915611814346,1.2416902076678786
0,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",16,3,0.30000000000000004,0.0001,32,60,1,150,"(16, 1)",Tanh,0.03621004202021824,5.696502998255435,0.5368011069209919,48.333333333333336,0.7320932878366437
1,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,3,0.8,0.0005,64,60,1,100,"(16, 1)",Sigmoid,0.03147275174269858,4.574284909609085,0.6500718446651788,59.166666666666664,0.9777959729414663
2,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,3,0.6000000000000001,0.001,16,60,1,150,"(25, 1)",Sigmoid,0.022921922109392284,3.350533555054389,0.8143856622731563,75.41666666666667,0.7621439261794001
3,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,3,0.30000000000000004,0.0001,64,60,1,150,"(16, 1)",Sigmoid,0.05796907965396002,9.392591458851616,-0.18714089506027531,29.166666666666668,1.0778599615340971
4,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,3,0.2,0.0001,64,60,1,100,"(25, 1)",Tanh,0.03207893872779687,4.876090529402763,0.6364623133164349,52.916666666666664,0.868356455383481
5,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",16,2,0.8,0.0005,16,60,1,50,"(25, 1)",Sigmoid,0.02912976276885919,4.455460029472722,0.7002333249613791,62.916666666666664,0.7117136071162389
6,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",16,2,0.8,0.0001,64,60,1,50,"(25, 1)",ReLU,0.04885019322695112,7.063680031015669,0.15697194613676824,37.083333333333336,1.0749366383816767
7,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,3,0.30000000000000004,0.001,64,60,1,150,"(16, 1)",ReLU,0.24326598066512606,41.3561979458113,-19.906061060501653,0.0,1.0
8,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,3,0.8,0.001,32,60,1,100,"(16, 1)",Sigmoid,0.022100394229409456,3.307010777705668,0.8274521720261755,75.83333333333333,0.9027045016112234
9,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,2,0.8,0.0001,32,60,1,100,"(16, 1)",Sigmoid,0.037717865655297694,5.978676425391971,0.4974217684021527,46.666666666666664,0.6640629212034869
10,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",128,2,0.6000000000000001,0.001,32,60,1,100,"(16, 1)",Tanh,0.034837670258507154,5.022570144638424,0.571246514415773,57.08333333333333,0.8904064354294614
11,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,3,0.6000000000000001,0.001,16,60,1,150,"(25, 1)",Sigmoid,0.05466151788554743,8.045081011178446,-0.05553546557522693,34.583333333333336,1.0528503131451037
12,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,3,0.6000000000000001,0.001,16,60,1,100,"(25, 1)",Sigmoid,0.13714626958940204,23.581741360684564,-5.644731759725981,5.416666666666667,0.8261184702852019
13,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",128,3,0.5,0.001,16,60,1,150,"(25, 1)",Sigmoid,0.09469724324110164,13.9818099276534,-2.167992377091356,15.833333333333332,1.044666104125071
14,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,3,0.7,0.001,32,60,1,50,"(16, 1)",Sigmoid,0.029144793275583503,4.517759844806057,0.6999238952223044,59.166666666666664,0.762099392770231
15,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,3,0.5,0.001,16,60,1,100,"(25, 1)",ReLU,0.3726878362555347,66.78623497106739,-48.06817351271504,0.0,1.0
16,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,3,0.7,0.0005,32,60,1,150,"(16, 1)",Sigmoid,0.027651285643850925,4.219946349174486,0.7298903423572882,63.74999999999999,0.7112027289818977
17,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,2,0.5,0.001,32,60,1,150,"(25, 1)",Sigmoid,0.019336795892363257,2.844483819763842,0.8679074021513317,85.41666666666666,1.2679624887323162
18,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,2,0.4,0.001,32,60,1,100,"(16, 1)",ReLU,0.022680153953052912,3.4728756334070603,0.8182805340838765,73.75,0.9457519916224928
19,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,2,0.5,0.001,32,60,1,50,"(25, 1)",Tanh,0.0285117022550772,4.457954321483848,0.712818969575235,57.49999999999999,0.8715067582359223
20,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,2,0.4,0.0005,32,60,1,150,"(16, 1)",Sigmoid,0.02736768545894746,4.1379685712028875,0.7354025863067715,63.74999999999999,0.656800109335928
21,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,2,0.4,0.001,32,60,1,100,"(16, 1)",ReLU,0.15058088483897455,24.978871978405063,-7.0103067024906345,0.0,1.0
